number,artist,title,bigram
168,The Temptations,Papa Was a Rollin' Stone,folks say
168,The Temptations,Papa Was a Rollin' Stone,say papa
168,The Temptations,Papa Was a Rollin' Stone,papa never
168,The Temptations,Papa Was a Rollin' Stone,never was
168,The Temptations,Papa Was a Rollin' Stone,was much
168,The Temptations,Papa Was a Rollin' Stone,much on
168,The Temptations,Papa Was a Rollin' Stone,on thinking
168,The Temptations,Papa Was a Rollin' Stone,thinking spent
168,The Temptations,Papa Was a Rollin' Stone,spent most
168,The Temptations,Papa Was a Rollin' Stone,most of
168,The Temptations,Papa Was a Rollin' Stone,of his
168,The Temptations,Papa Was a Rollin' Stone,his time
168,The Temptations,Papa Was a Rollin' Stone,time chasing
168,The Temptations,Papa Was a Rollin' Stone,chasing women
168,The Temptations,Papa Was a Rollin' Stone,women and
168,The Temptations,Papa Was a Rollin' Stone,and drinking
168,The Temptations,Papa Was a Rollin' Stone,drinking momma
168,The Temptations,Papa Was a Rollin' Stone,momma i'm
168,The Temptations,Papa Was a Rollin' Stone,i'm depending
168,The Temptations,Papa Was a Rollin' Stone,depending on
168,The Temptations,Papa Was a Rollin' Stone,on you
168,The Temptations,Papa Was a Rollin' Stone,you to
168,The Temptations,Papa Was a Rollin' Stone,to tell
168,The Temptations,Papa Was a Rollin' Stone,tell me
168,The Temptations,Papa Was a Rollin' Stone,me the
168,The Temptations,Papa Was a Rollin' Stone,the truth
168,The Temptations,Papa Was a Rollin' Stone,truth momma
168,The Temptations,Papa Was a Rollin' Stone,momma looked
168,The Temptations,Papa Was a Rollin' Stone,looked up
168,The Temptations,Papa Was a Rollin' Stone,up with
168,The Temptations,Papa Was a Rollin' Stone,with a
168,The Temptations,Papa Was a Rollin' Stone,a tear
168,The Temptations,Papa Was a Rollin' Stone,tear in
168,The Temptations,Papa Was a Rollin' Stone,in her
168,The Temptations,Papa Was a Rollin' Stone,her eye
168,The Temptations,Papa Was a Rollin' Stone,eye and
168,The Temptations,Papa Was a Rollin' Stone,and said
168,The Temptations,Papa Was a Rollin' Stone,said son
168,The Temptations,Papa Was a Rollin' Stone,son 4x
168,The Temptations,Papa Was a Rollin' Stone,4x papa
168,The Temptations,Papa Was a Rollin' Stone,papa was
168,The Temptations,Papa Was a Rollin' Stone,was a
168,The Temptations,Papa Was a Rollin' Stone,a rolling
168,The Temptations,Papa Was a Rollin' Stone,rolling stone
168,The Temptations,Papa Was a Rollin' Stone,stone my
168,The Temptations,Papa Was a Rollin' Stone,my son
168,The Temptations,Papa Was a Rollin' Stone,son where
168,The Temptations,Papa Was a Rollin' Stone,where ever
168,The Temptations,Papa Was a Rollin' Stone,ever he
168,The Temptations,Papa Was a Rollin' Stone,he laid
168,The Temptations,Papa Was a Rollin' Stone,laid his
168,The Temptations,Papa Was a Rollin' Stone,his hat
168,The Temptations,Papa Was a Rollin' Stone,hat was
168,The Temptations,Papa Was a Rollin' Stone,was his
168,The Temptations,Papa Was a Rollin' Stone,his home
168,The Temptations,Papa Was a Rollin' Stone,home and
168,The Temptations,Papa Was a Rollin' Stone,and when
168,The Temptations,Papa Was a Rollin' Stone,when he
168,The Temptations,Papa Was a Rollin' Stone,he died
168,The Temptations,Papa Was a Rollin' Stone,died all
168,The Temptations,Papa Was a Rollin' Stone,all he
168,The Temptations,Papa Was a Rollin' Stone,he left
168,The Temptations,Papa Was a Rollin' Stone,left us
168,The Temptations,Papa Was a Rollin' Stone,us was
168,The Temptations,Papa Was a Rollin' Stone,was alone
169,R.E.M.,Losing My Religion,oh life
169,R.E.M.,Losing My Religion,life is
169,R.E.M.,Losing My Religion,is bigger
169,R.E.M.,Losing My Religion,bigger it's
169,R.E.M.,Losing My Religion,it's bigger
169,R.E.M.,Losing My Religion,bigger than
169,R.E.M.,Losing My Religion,than you
169,R.E.M.,Losing My Religion,you and
169,R.E.M.,Losing My Religion,and you
169,R.E.M.,Losing My Religion,you are
169,R.E.M.,Losing My Religion,are not
169,R.E.M.,Losing My Religion,not me
169,R.E.M.,Losing My Religion,me the
169,R.E.M.,Losing My Religion,the lengths
169,R.E.M.,Losing My Religion,lengths that
169,R.E.M.,Losing My Religion,that i
169,R.E.M.,Losing My Religion,i will
169,R.E.M.,Losing My Religion,will go
169,R.E.M.,Losing My Religion,go to
169,R.E.M.,Losing My Religion,to the
169,R.E.M.,Losing My Religion,the distance
169,R.E.M.,Losing My Religion,distance in
169,R.E.M.,Losing My Religion,in your
169,R.E.M.,Losing My Religion,your eyes
169,R.E.M.,Losing My Religion,eyes oh
169,R.E.M.,Losing My Religion,oh no
169,R.E.M.,Losing My Religion,no i've
169,R.E.M.,Losing My Religion,i've said
169,R.E.M.,Losing My Religion,said too
169,R.E.M.,Losing My Religion,too much
169,R.E.M.,Losing My Religion,much i
169,R.E.M.,Losing My Religion,i set
169,R.E.M.,Losing My Religion,set it
169,R.E.M.,Losing My Religion,it up
169,R.E.M.,Losing My Religion,up that's
169,R.E.M.,Losing My Religion,that's me
169,R.E.M.,Losing My Religion,me in
169,R.E.M.,Losing My Religion,in the
169,R.E.M.,Losing My Religion,the corner
169,R.E.M.,Losing My Religion,corner that's
169,R.E.M.,Losing My Religion,that's me
169,R.E.M.,Losing My Religion,me in
169,R.E.M.,Losing My Religion,in the
169,R.E.M.,Losing My Religion,the spot
169,R.E.M.,Losing My Religion,spot light
169,R.E.M.,Losing My Religion,light losing
169,R.E.M.,Losing My Religion,losing my
169,R.E.M.,Losing My Religion,my religion
169,R.E.M.,Losing My Religion,religion trying
169,R.E.M.,Losing My Religion,trying to
169,R.E.M.,Losing My Religion,to keep
169,R.E.M.,Losing My Religion,keep up
169,R.E.M.,Losing My Religion,up with
169,R.E.M.,Losing My Religion,with you
169,R.E.M.,Losing My Religion,you and
169,R.E.M.,Losing My Religion,and i
169,R.E.M.,Losing My Religion,i don't
169,R.E.M.,Losing My Religion,don't know
169,R.E.M.,Losing My Religion,know if
169,R.E.M.,Losing My Religion,if i
169,R.E.M.,Losing My Religion,i can
169,R.E.M.,Losing My Religion,can do
169,R.E.M.,Losing My Religion,do it
169,R.E.M.,Losing My Religion,it oh
169,R.E.M.,Losing My Religion,oh no
169,R.E.M.,Losing My Religion,no i've
169,R.E.M.,Losing My Religion,i've said
169,R.E.M.,Losing My Religion,said too
169,R.E.M.,Losing My Religion,too much
169,R.E.M.,Losing My Religion,much i
169,R.E.M.,Losing My Religion,i haven't
169,R.E.M.,Losing My Religion,haven't said
169,R.E.M.,Losing My Religion,said enough
169,R.E.M.,Losing My Religion,enough i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought that
169,R.E.M.,Losing My Religion,that i
169,R.E.M.,Losing My Religion,i heard
169,R.E.M.,Losing My Religion,heard you
169,R.E.M.,Losing My Religion,you laughing
169,R.E.M.,Losing My Religion,laughing i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought that
169,R.E.M.,Losing My Religion,that i
169,R.E.M.,Losing My Religion,i heard
169,R.E.M.,Losing My Religion,heard you
169,R.E.M.,Losing My Religion,you sing
169,R.E.M.,Losing My Religion,sing i
169,R.E.M.,Losing My Religion,i think
169,R.E.M.,Losing My Religion,think i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought i
169,R.E.M.,Losing My Religion,i saw
169,R.E.M.,Losing My Religion,saw you
169,R.E.M.,Losing My Religion,you try
169,R.E.M.,Losing My Religion,try every
169,R.E.M.,Losing My Religion,every whisper
169,R.E.M.,Losing My Religion,whisper of
169,R.E.M.,Losing My Religion,of every
169,R.E.M.,Losing My Religion,every waking
169,R.E.M.,Losing My Religion,waking hour
169,R.E.M.,Losing My Religion,hour i'm
169,R.E.M.,Losing My Religion,i'm choosing
169,R.E.M.,Losing My Religion,choosing my
169,R.E.M.,Losing My Religion,my confessions
169,R.E.M.,Losing My Religion,confessions trying
169,R.E.M.,Losing My Religion,trying to
169,R.E.M.,Losing My Religion,to keep
169,R.E.M.,Losing My Religion,keep an
169,R.E.M.,Losing My Religion,an eye
169,R.E.M.,Losing My Religion,eye on
169,R.E.M.,Losing My Religion,on you
169,R.E.M.,Losing My Religion,you like
169,R.E.M.,Losing My Religion,like a
169,R.E.M.,Losing My Religion,a hurt
169,R.E.M.,Losing My Religion,hurt lost
169,R.E.M.,Losing My Religion,lost and
169,R.E.M.,Losing My Religion,and blinded
169,R.E.M.,Losing My Religion,blinded fool
169,R.E.M.,Losing My Religion,fool fool
169,R.E.M.,Losing My Religion,fool oh
169,R.E.M.,Losing My Religion,oh no
169,R.E.M.,Losing My Religion,no i've
169,R.E.M.,Losing My Religion,i've said
169,R.E.M.,Losing My Religion,said too
169,R.E.M.,Losing My Religion,too much
169,R.E.M.,Losing My Religion,much i
169,R.E.M.,Losing My Religion,i set
169,R.E.M.,Losing My Religion,set it
169,R.E.M.,Losing My Religion,it up
169,R.E.M.,Losing My Religion,up consider
169,R.E.M.,Losing My Religion,consider this
169,R.E.M.,Losing My Religion,this consider
169,R.E.M.,Losing My Religion,consider this
169,R.E.M.,Losing My Religion,this the
169,R.E.M.,Losing My Religion,the hint
169,R.E.M.,Losing My Religion,hint of
169,R.E.M.,Losing My Religion,of the
169,R.E.M.,Losing My Religion,the century
169,R.E.M.,Losing My Religion,century consider
169,R.E.M.,Losing My Religion,consider this
169,R.E.M.,Losing My Religion,this the
169,R.E.M.,Losing My Religion,the slip
169,R.E.M.,Losing My Religion,slip that
169,R.E.M.,Losing My Religion,that brought
169,R.E.M.,Losing My Religion,brought me
169,R.E.M.,Losing My Religion,me to
169,R.E.M.,Losing My Religion,to my
169,R.E.M.,Losing My Religion,my knees
169,R.E.M.,Losing My Religion,knees failed
169,R.E.M.,Losing My Religion,failed what
169,R.E.M.,Losing My Religion,what if
169,R.E.M.,Losing My Religion,if all
169,R.E.M.,Losing My Religion,all these
169,R.E.M.,Losing My Religion,these fantasies
169,R.E.M.,Losing My Religion,fantasies come
169,R.E.M.,Losing My Religion,come flailing
169,R.E.M.,Losing My Religion,flailing aground
169,R.E.M.,Losing My Religion,aground now
169,R.E.M.,Losing My Religion,now i've
169,R.E.M.,Losing My Religion,i've said
169,R.E.M.,Losing My Religion,said too
169,R.E.M.,Losing My Religion,too much
169,R.E.M.,Losing My Religion,much i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought that
169,R.E.M.,Losing My Religion,that i
169,R.E.M.,Losing My Religion,i heard
169,R.E.M.,Losing My Religion,heard you
169,R.E.M.,Losing My Religion,you laughing
169,R.E.M.,Losing My Religion,laughing i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought that
169,R.E.M.,Losing My Religion,that i
169,R.E.M.,Losing My Religion,i heard
169,R.E.M.,Losing My Religion,heard you
169,R.E.M.,Losing My Religion,you sing
169,R.E.M.,Losing My Religion,sing i
169,R.E.M.,Losing My Religion,i think
169,R.E.M.,Losing My Religion,think i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought i
169,R.E.M.,Losing My Religion,i saw
169,R.E.M.,Losing My Religion,saw you
169,R.E.M.,Losing My Religion,you try
169,R.E.M.,Losing My Religion,try but
169,R.E.M.,Losing My Religion,but that
169,R.E.M.,Losing My Religion,that was
169,R.E.M.,Losing My Religion,was just
169,R.E.M.,Losing My Religion,just a
169,R.E.M.,Losing My Religion,a dream
169,R.E.M.,Losing My Religion,dream that
169,R.E.M.,Losing My Religion,that was
169,R.E.M.,Losing My Religion,was just
169,R.E.M.,Losing My Religion,just a
169,R.E.M.,Losing My Religion,a dream
169,R.E.M.,Losing My Religion,dream that's
169,R.E.M.,Losing My Religion,that's me
169,R.E.M.,Losing My Religion,me in
169,R.E.M.,Losing My Religion,in the
169,R.E.M.,Losing My Religion,the corner
169,R.E.M.,Losing My Religion,corner that's
169,R.E.M.,Losing My Religion,that's me
169,R.E.M.,Losing My Religion,me in
169,R.E.M.,Losing My Religion,in the
169,R.E.M.,Losing My Religion,the spot
169,R.E.M.,Losing My Religion,spot light
169,R.E.M.,Losing My Religion,light losing
169,R.E.M.,Losing My Religion,losing my
169,R.E.M.,Losing My Religion,my religion
169,R.E.M.,Losing My Religion,religion trying
169,R.E.M.,Losing My Religion,trying to
169,R.E.M.,Losing My Religion,to keep
169,R.E.M.,Losing My Religion,keep up
169,R.E.M.,Losing My Religion,up with
169,R.E.M.,Losing My Religion,with you
169,R.E.M.,Losing My Religion,you and
169,R.E.M.,Losing My Religion,and i
169,R.E.M.,Losing My Religion,i don't
169,R.E.M.,Losing My Religion,don't know
169,R.E.M.,Losing My Religion,know if
169,R.E.M.,Losing My Religion,if i
169,R.E.M.,Losing My Religion,i can
169,R.E.M.,Losing My Religion,can do
169,R.E.M.,Losing My Religion,do it
169,R.E.M.,Losing My Religion,it oh
169,R.E.M.,Losing My Religion,oh no
169,R.E.M.,Losing My Religion,no i've
169,R.E.M.,Losing My Religion,i've said
169,R.E.M.,Losing My Religion,said too
169,R.E.M.,Losing My Religion,too much
169,R.E.M.,Losing My Religion,much i
169,R.E.M.,Losing My Religion,i haven't
169,R.E.M.,Losing My Religion,haven't said
169,R.E.M.,Losing My Religion,said enough
169,R.E.M.,Losing My Religion,enough i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought that
169,R.E.M.,Losing My Religion,that i
169,R.E.M.,Losing My Religion,i heard
169,R.E.M.,Losing My Religion,heard you
169,R.E.M.,Losing My Religion,you laughing
169,R.E.M.,Losing My Religion,laughing i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought that
169,R.E.M.,Losing My Religion,that i
169,R.E.M.,Losing My Religion,i heard
169,R.E.M.,Losing My Religion,heard you
169,R.E.M.,Losing My Religion,you sing
169,R.E.M.,Losing My Religion,sing i
169,R.E.M.,Losing My Religion,i think
169,R.E.M.,Losing My Religion,think i
169,R.E.M.,Losing My Religion,i thought
169,R.E.M.,Losing My Religion,thought i
169,R.E.M.,Losing My Religion,i saw
169,R.E.M.,Losing My Religion,saw you
169,R.E.M.,Losing My Religion,you try
169,R.E.M.,Losing My Religion,try but
169,R.E.M.,Losing My Religion,but that
169,R.E.M.,Losing My Religion,that was
169,R.E.M.,Losing My Religion,was just
169,R.E.M.,Losing My Religion,just a
169,R.E.M.,Losing My Religion,a dream
169,R.E.M.,Losing My Religion,dream try
169,R.E.M.,Losing My Religion,try cry
169,R.E.M.,Losing My Religion,cry fly
169,R.E.M.,Losing My Religion,fly try
169,R.E.M.,Losing My Religion,try that
169,R.E.M.,Losing My Religion,that was
169,R.E.M.,Losing My Religion,was just
169,R.E.M.,Losing My Religion,just a
169,R.E.M.,Losing My Religion,a dream
169,R.E.M.,Losing My Religion,dream just
169,R.E.M.,Losing My Religion,just a
169,R.E.M.,Losing My Religion,a dream
169,R.E.M.,Losing My Religion,dream just
169,R.E.M.,Losing My Religion,just a
169,R.E.M.,Losing My Religion,a dream
169,R.E.M.,Losing My Religion,dream dream
170,Joni Mitchell,Both Sides Now,rows and
170,Joni Mitchell,Both Sides Now,and flows
170,Joni Mitchell,Both Sides Now,flows of
170,Joni Mitchell,Both Sides Now,of angel
170,Joni Mitchell,Both Sides Now,angel hair
170,Joni Mitchell,Both Sides Now,hair and
170,Joni Mitchell,Both Sides Now,and ice
170,Joni Mitchell,Both Sides Now,ice cream
170,Joni Mitchell,Both Sides Now,cream castles
170,Joni Mitchell,Both Sides Now,castles in
170,Joni Mitchell,Both Sides Now,in the
170,Joni Mitchell,Both Sides Now,the air
170,Joni Mitchell,Both Sides Now,air and
170,Joni Mitchell,Both Sides Now,and feather
170,Joni Mitchell,Both Sides Now,feather canyons
170,Joni Mitchell,Both Sides Now,canyons everywhere
170,Joni Mitchell,Both Sides Now,everywhere i've
170,Joni Mitchell,Both Sides Now,i've looked
170,Joni Mitchell,Both Sides Now,looked at
170,Joni Mitchell,Both Sides Now,at clouds
170,Joni Mitchell,Both Sides Now,clouds that
170,Joni Mitchell,Both Sides Now,that way
170,Joni Mitchell,Both Sides Now,way but
170,Joni Mitchell,Both Sides Now,but now
170,Joni Mitchell,Both Sides Now,now they
170,Joni Mitchell,Both Sides Now,they only
170,Joni Mitchell,Both Sides Now,only block
170,Joni Mitchell,Both Sides Now,block the
170,Joni Mitchell,Both Sides Now,the sun
170,Joni Mitchell,Both Sides Now,sun they
170,Joni Mitchell,Both Sides Now,they rain
170,Joni Mitchell,Both Sides Now,rain and
170,Joni Mitchell,Both Sides Now,and snow
170,Joni Mitchell,Both Sides Now,snow on
170,Joni Mitchell,Both Sides Now,on everyone
170,Joni Mitchell,Both Sides Now,everyone so
170,Joni Mitchell,Both Sides Now,so many
170,Joni Mitchell,Both Sides Now,many things
170,Joni Mitchell,Both Sides Now,things i
170,Joni Mitchell,Both Sides Now,i would
170,Joni Mitchell,Both Sides Now,would have
170,Joni Mitchell,Both Sides Now,have done
170,Joni Mitchell,Both Sides Now,done but
170,Joni Mitchell,Both Sides Now,but clouds
170,Joni Mitchell,Both Sides Now,clouds got
170,Joni Mitchell,Both Sides Now,got in
170,Joni Mitchell,Both Sides Now,in my
170,Joni Mitchell,Both Sides Now,my way
170,Joni Mitchell,Both Sides Now,way i've
170,Joni Mitchell,Both Sides Now,i've looked
170,Joni Mitchell,Both Sides Now,looked at
170,Joni Mitchell,Both Sides Now,at clouds
170,Joni Mitchell,Both Sides Now,clouds from
170,Joni Mitchell,Both Sides Now,from both
170,Joni Mitchell,Both Sides Now,both sides
170,Joni Mitchell,Both Sides Now,sides now
170,Joni Mitchell,Both Sides Now,now from
170,Joni Mitchell,Both Sides Now,from up
170,Joni Mitchell,Both Sides Now,up and
170,Joni Mitchell,Both Sides Now,and down
170,Joni Mitchell,Both Sides Now,down and
170,Joni Mitchell,Both Sides Now,and still
170,Joni Mitchell,Both Sides Now,still somehow
170,Joni Mitchell,Both Sides Now,somehow it's
170,Joni Mitchell,Both Sides Now,it's cloud
170,Joni Mitchell,Both Sides Now,cloud illusions
170,Joni Mitchell,Both Sides Now,illusions i
170,Joni Mitchell,Both Sides Now,i recall
170,Joni Mitchell,Both Sides Now,recall i
170,Joni Mitchell,Both Sides Now,i really
170,Joni Mitchell,Both Sides Now,really don't
170,Joni Mitchell,Both Sides Now,don't know
170,Joni Mitchell,Both Sides Now,know clouds
170,Joni Mitchell,Both Sides Now,clouds at
170,Joni Mitchell,Both Sides Now,at all
170,Joni Mitchell,Both Sides Now,all moons
170,Joni Mitchell,Both Sides Now,moons and
170,Joni Mitchell,Both Sides Now,and junes
170,Joni Mitchell,Both Sides Now,junes and
170,Joni Mitchell,Both Sides Now,and ferris
170,Joni Mitchell,Both Sides Now,ferris wheels
170,Joni Mitchell,Both Sides Now,wheels the
170,Joni Mitchell,Both Sides Now,the dizzy
170,Joni Mitchell,Both Sides Now,dizzy dancing
170,Joni Mitchell,Both Sides Now,dancing way
170,Joni Mitchell,Both Sides Now,way you
170,Joni Mitchell,Both Sides Now,you feel
170,Joni Mitchell,Both Sides Now,feel as
170,Joni Mitchell,Both Sides Now,as every
170,Joni Mitchell,Both Sides Now,every fairy
170,Joni Mitchell,Both Sides Now,fairy tale
170,Joni Mitchell,Both Sides Now,tale comes
170,Joni Mitchell,Both Sides Now,comes real
170,Joni Mitchell,Both Sides Now,real i've
170,Joni Mitchell,Both Sides Now,i've looked
170,Joni Mitchell,Both Sides Now,looked at
170,Joni Mitchell,Both Sides Now,at love
170,Joni Mitchell,Both Sides Now,love that
170,Joni Mitchell,Both Sides Now,that way
170,Joni Mitchell,Both Sides Now,way but
170,Joni Mitchell,Both Sides Now,but now
170,Joni Mitchell,Both Sides Now,now it's
170,Joni Mitchell,Both Sides Now,it's just
170,Joni Mitchell,Both Sides Now,just another
170,Joni Mitchell,Both Sides Now,another show
170,Joni Mitchell,Both Sides Now,show you
170,Joni Mitchell,Both Sides Now,you leave
170,Joni Mitchell,Both Sides Now,leave em
170,Joni Mitchell,Both Sides Now,em laughing
170,Joni Mitchell,Both Sides Now,laughing when
170,Joni Mitchell,Both Sides Now,when you
170,Joni Mitchell,Both Sides Now,you go
170,Joni Mitchell,Both Sides Now,go and
170,Joni Mitchell,Both Sides Now,and if
170,Joni Mitchell,Both Sides Now,if you
170,Joni Mitchell,Both Sides Now,you care
170,Joni Mitchell,Both Sides Now,care don't
170,Joni Mitchell,Both Sides Now,don't let
170,Joni Mitchell,Both Sides Now,let them
170,Joni Mitchell,Both Sides Now,them know
170,Joni Mitchell,Both Sides Now,know don't
170,Joni Mitchell,Both Sides Now,don't give
170,Joni Mitchell,Both Sides Now,give yourself
170,Joni Mitchell,Both Sides Now,yourself away
170,Joni Mitchell,Both Sides Now,away i've
170,Joni Mitchell,Both Sides Now,i've looked
170,Joni Mitchell,Both Sides Now,looked at
170,Joni Mitchell,Both Sides Now,at love
170,Joni Mitchell,Both Sides Now,love from
170,Joni Mitchell,Both Sides Now,from both
170,Joni Mitchell,Both Sides Now,both sides
170,Joni Mitchell,Both Sides Now,sides now
170,Joni Mitchell,Both Sides Now,now from
170,Joni Mitchell,Both Sides Now,from give
170,Joni Mitchell,Both Sides Now,give and
170,Joni Mitchell,Both Sides Now,and take
170,Joni Mitchell,Both Sides Now,take and
170,Joni Mitchell,Both Sides Now,and still
170,Joni Mitchell,Both Sides Now,still somehow
170,Joni Mitchell,Both Sides Now,somehow it's
170,Joni Mitchell,Both Sides Now,it's love's
170,Joni Mitchell,Both Sides Now,love's illusions
170,Joni Mitchell,Both Sides Now,illusions that
170,Joni Mitchell,Both Sides Now,that i
170,Joni Mitchell,Both Sides Now,i recall
170,Joni Mitchell,Both Sides Now,recall i
170,Joni Mitchell,Both Sides Now,i really
170,Joni Mitchell,Both Sides Now,really don't
170,Joni Mitchell,Both Sides Now,don't know
170,Joni Mitchell,Both Sides Now,know love
170,Joni Mitchell,Both Sides Now,love at
170,Joni Mitchell,Both Sides Now,at all
170,Joni Mitchell,Both Sides Now,all tears
170,Joni Mitchell,Both Sides Now,tears and
170,Joni Mitchell,Both Sides Now,and fears
170,Joni Mitchell,Both Sides Now,fears and
170,Joni Mitchell,Both Sides Now,and feeling
170,Joni Mitchell,Both Sides Now,feeling proud
170,Joni Mitchell,Both Sides Now,proud to
170,Joni Mitchell,Both Sides Now,to say
170,Joni Mitchell,Both Sides Now,say i
170,Joni Mitchell,Both Sides Now,i love
170,Joni Mitchell,Both Sides Now,love you
170,Joni Mitchell,Both Sides Now,you right
170,Joni Mitchell,Both Sides Now,right out
170,Joni Mitchell,Both Sides Now,out loud
170,Joni Mitchell,Both Sides Now,loud dreams
170,Joni Mitchell,Both Sides Now,dreams and
170,Joni Mitchell,Both Sides Now,and schemes
170,Joni Mitchell,Both Sides Now,schemes and
170,Joni Mitchell,Both Sides Now,and circus
170,Joni Mitchell,Both Sides Now,circus crowds
170,Joni Mitchell,Both Sides Now,crowds i've
170,Joni Mitchell,Both Sides Now,i've looked
170,Joni Mitchell,Both Sides Now,looked at
170,Joni Mitchell,Both Sides Now,at life
170,Joni Mitchell,Both Sides Now,life that
170,Joni Mitchell,Both Sides Now,that way
170,Joni Mitchell,Both Sides Now,way but
170,Joni Mitchell,Both Sides Now,but now
170,Joni Mitchell,Both Sides Now,now old
170,Joni Mitchell,Both Sides Now,old friends
170,Joni Mitchell,Both Sides Now,friends are
170,Joni Mitchell,Both Sides Now,are acting
170,Joni Mitchell,Both Sides Now,acting strange
170,Joni Mitchell,Both Sides Now,strange they
170,Joni Mitchell,Both Sides Now,they shake
170,Joni Mitchell,Both Sides Now,shake their
170,Joni Mitchell,Both Sides Now,their heads
170,Joni Mitchell,Both Sides Now,heads they
170,Joni Mitchell,Both Sides Now,they tell
170,Joni Mitchell,Both Sides Now,tell me
170,Joni Mitchell,Both Sides Now,me that
170,Joni Mitchell,Both Sides Now,that i've
170,Joni Mitchell,Both Sides Now,i've changed
170,Joni Mitchell,Both Sides Now,changed something's
170,Joni Mitchell,Both Sides Now,something's lost
170,Joni Mitchell,Both Sides Now,lost but
170,Joni Mitchell,Both Sides Now,but something's
170,Joni Mitchell,Both Sides Now,something's gained
170,Joni Mitchell,Both Sides Now,gained in
170,Joni Mitchell,Both Sides Now,in living
170,Joni Mitchell,Both Sides Now,living every
170,Joni Mitchell,Both Sides Now,every day
170,Joni Mitchell,Both Sides Now,day i've
170,Joni Mitchell,Both Sides Now,i've looked
170,Joni Mitchell,Both Sides Now,looked at
170,Joni Mitchell,Both Sides Now,at life
170,Joni Mitchell,Both Sides Now,life from
170,Joni Mitchell,Both Sides Now,from both
170,Joni Mitchell,Both Sides Now,both sides
170,Joni Mitchell,Both Sides Now,sides now
170,Joni Mitchell,Both Sides Now,now from
170,Joni Mitchell,Both Sides Now,from win
170,Joni Mitchell,Both Sides Now,win and
170,Joni Mitchell,Both Sides Now,and lose
170,Joni Mitchell,Both Sides Now,lose and
170,Joni Mitchell,Both Sides Now,and still
170,Joni Mitchell,Both Sides Now,still somehow
170,Joni Mitchell,Both Sides Now,somehow it's
170,Joni Mitchell,Both Sides Now,it's life's
170,Joni Mitchell,Both Sides Now,life's illusions
170,Joni Mitchell,Both Sides Now,illusions i
170,Joni Mitchell,Both Sides Now,i recall
170,Joni Mitchell,Both Sides Now,recall i
170,Joni Mitchell,Both Sides Now,i really
170,Joni Mitchell,Both Sides Now,really don't
170,Joni Mitchell,Both Sides Now,don't know
170,Joni Mitchell,Both Sides Now,know life
170,Joni Mitchell,Both Sides Now,life at
170,Joni Mitchell,Both Sides Now,at all
171,ABBA,Dancing Queen,you can
171,ABBA,Dancing Queen,can dance
171,ABBA,Dancing Queen,dance you
171,ABBA,Dancing Queen,you can
171,ABBA,Dancing Queen,can jive
171,ABBA,Dancing Queen,jive having
171,ABBA,Dancing Queen,having the
171,ABBA,Dancing Queen,the time
171,ABBA,Dancing Queen,time of
171,ABBA,Dancing Queen,of your
171,ABBA,Dancing Queen,your life
171,ABBA,Dancing Queen,life see
171,ABBA,Dancing Queen,see that
171,ABBA,Dancing Queen,that girl
171,ABBA,Dancing Queen,girl watch
171,ABBA,Dancing Queen,watch that
171,ABBA,Dancing Queen,that scene
171,ABBA,Dancing Queen,scene diggin
171,ABBA,Dancing Queen,diggin the
171,ABBA,Dancing Queen,the dancing
171,ABBA,Dancing Queen,dancing queen
171,ABBA,Dancing Queen,queen friday
171,ABBA,Dancing Queen,friday night
171,ABBA,Dancing Queen,night and
171,ABBA,Dancing Queen,and the
171,ABBA,Dancing Queen,the lights
171,ABBA,Dancing Queen,lights are
171,ABBA,Dancing Queen,are low
171,ABBA,Dancing Queen,low looking
171,ABBA,Dancing Queen,looking out
171,ABBA,Dancing Queen,out for
171,ABBA,Dancing Queen,for a
171,ABBA,Dancing Queen,a place
171,ABBA,Dancing Queen,place to
171,ABBA,Dancing Queen,to go
171,ABBA,Dancing Queen,go where
171,ABBA,Dancing Queen,where they
171,ABBA,Dancing Queen,they play
171,ABBA,Dancing Queen,play the
171,ABBA,Dancing Queen,the right
171,ABBA,Dancing Queen,right music
171,ABBA,Dancing Queen,music getting
171,ABBA,Dancing Queen,getting in
171,ABBA,Dancing Queen,in the
171,ABBA,Dancing Queen,the swing
171,ABBA,Dancing Queen,swing you
171,ABBA,Dancing Queen,you come
171,ABBA,Dancing Queen,come to
171,ABBA,Dancing Queen,to look
171,ABBA,Dancing Queen,look for
171,ABBA,Dancing Queen,for a
171,ABBA,Dancing Queen,a king
171,ABBA,Dancing Queen,king anybody
171,ABBA,Dancing Queen,anybody could
171,ABBA,Dancing Queen,could be
171,ABBA,Dancing Queen,be that
171,ABBA,Dancing Queen,that guy
171,ABBA,Dancing Queen,guy night
171,ABBA,Dancing Queen,night is
171,ABBA,Dancing Queen,is young
